asset,reg_date,locked,lock_date,traded,trade_date,completed,complete_date,divisible,tokens_issued,tokens_destroyed,token_supply
PEPETIN,2017-09-03,1,2017-09-03,1,2017-09-08,1,2017-09-08,0,555.0,0.0,555.0
NATIVEPEPETH,2017-09-05,1,2017-09-05,1,2017-09-08,1,2017-09-08,0,100.0,0.0,100.0
PEPETIE,2017-09-05,1,2017-09-05,1,2017-09-08,1,2017-09-08,0,250.0,0.0,250.0
FROGBUS,2017-09-06,1,2017-09-06,1,2017-09-08,1,2017-09-08,0,200.0,0.0,200.0
PEPERONCINO,2017-07-31,1,2017-08-01,1,2017-09-09,1,2017-09-09,0,181.0,0.0,181.0
PEPEDDIT,2017-08-23,1,2017-08-30,1,2017-09-09,1,2017-09-09,0,100.0,0.0,100.0
MYLADYPEPE,2017-08-28,1,2017-08-28,1,2017-09-09,1,2017-09-09,0,100.0,0.0,100.0
TAKOPEPE,2017-08-28,1,2017-08-28,1,2017-09-09,1,2017-09-09,0,100.0,0.0,100.0
KKPEPE,2017-08-28,1,2017-08-28,1,2017-09-09,1,2017-09-09,0,3000.0,0.0,3000.0
JJPEPE,2017-08-29,1,2017-08-30,1,2017-09-09,1,2017-09-09,0,3000.0,0.0,3000.0
PEPELEGOMAN,2017-09-01,1,2017-09-01,1,2017-09-09,1,2017-09-09,0,420.0,0.0,420.0
PEPEYAKUZA,2017-09-02,1,2017-09-02,1,2017-09-09,1,2017-09-09,0,100.0,0.0,100.0
YUMMYPEPE,2017-09-03,1,2017-09-03,1,2017-09-09,1,2017-09-09,0,500.0,0.0,500.0
PEPEAIR,2017-09-07,1,2017-09-07,1,2017-09-09,1,2017-09-09,0,100.0,0.0,100.0
VINTAGEPEP,2017-09-07,1,2017-09-07,1,2017-09-09,1,2017-09-09,0,101.0,0.0,101.0
FREETIBETPP,2017-04-16,1,2017-04-16,1,2017-09-10,1,2017-09-10,0,100.0,0.0,100.0
MONEYPEPE,2017-08-29,1,2017-08-29,1,2017-09-10,1,2017-09-10,0,199.0,0.0,199.0
PEPEAFRIKA,2017-09-03,1,2017-09-04,1,2017-09-10,1,2017-09-10,0,100.0,0.0,100.0
TALESPEPE,2017-09-04,1,2017-09-05,1,2017-09-11,1,2017-09-11,0,100.0,0.0,100.0
MARKETACARD,2017-01-30,1,2017-09-11,1,2017-09-12,1,2017-09-12,0,500.0,0.0,500.0
RABBIPEPE,2017-07-11,1,2017-07-11,1,2017-09-12,1,2017-09-12,0,100.0,0.0,100.0
POSTMDRNPEPE,2017-07-28,1,2017-07-28,1,2017-09-13,1,2017-09-13,0,100.0,0.0,100.0
PENIC,2017-09-02,1,2017-09-07,1,2017-09-13,1,2017-09-13,0,500.0,0.0,500.0
PEPEDRYAD,2017-09-03,1,2017-09-03,1,2017-09-13,1,2017-09-13,0,120.0,0.0,120.0
VANILLAPEPE,2017-09-08,1,2017-09-08,1,2017-09-13,1,2017-09-13,0,200.0,0.0,200.0
KEKLORDGABEN,2017-09-08,1,2017-09-09,1,2017-09-13,1,2017-09-13,0,202.0,0.0,202.0
A9709451335224689000,2017-09-13,1,2017-09-13,1,2017-09-13,1,2017-09-13,0,1.0,0.0,1.0
A15466386847824982000,2017-09-13,1,2017-09-13,1,2017-09-13,1,2017-09-13,0,1.0,0.0,1.0
KAWAPEPE,2017-08-22,1,2017-08-22,1,2017-09-15,1,2017-09-15,0,300.0,0.0,300.0
PEPELMINING,2017-08-10,1,2017-08-19,1,2017-09-16,1,2017-09-16,0,100.0,0.0,100.0
DASHMAN,2017-07-22,1,2017-07-22,1,2017-09-18,1,2017-09-18,0,100.0,0.0,100.0
ICOTCOIN,2017-08-08,1,2017-08-08,1,2017-09-18,1,2017-09-18,0,300.0,0.0,300.0
THETEBASAKI,2017-08-17,1,2017-08-18,1,2017-09-18,1,2017-09-18,0,100.0,50.0,50.0
BOBBYWAVE,2017-08-19,1,2017-08-19,1,2017-09-18,1,2017-09-18,0,300.0,0.0,300.0
OISHIKUNAI,2017-08-20,1,2017-08-20,1,2017-09-18,1,2017-09-18,0,300.0,0.0,300.0
PEPESTORM,2017-09-06,1,2017-09-06,1,2017-09-18,1,2017-09-18,0,100.0,0.0,100.0
SEASIDEPEPE,2017-09-08,1,2017-09-08,1,2017-09-18,1,2017-09-18,0,100.0,0.0,100.0
GACHIHO,2017-06-16,1,2017-06-16,1,2017-09-19,1,2017-09-19,0,100.0,0.0,100.0
LOVEMONA,2017-08-27,1,2017-08-27,1,2017-09-19,1,2017-09-19,0,200.0,0.0,200.0
WHOISSATOSHI,2017-06-21,1,2017-06-22,1,2017-09-20,1,2017-09-20,0,200.0,0.0,200.0
KINGYOPEPE,2017-09-08,1,2017-09-08,1,2017-09-20,1,2017-09-20,0,100.0,0.0,100.0
RIPULE,2017-08-12,1,2017-08-13,1,2017-09-21,1,2017-09-21,0,300.0,0.0,300.0
PEPEPUNKDOLL,2017-09-10,1,2017-09-10,1,2017-09-21,1,2017-09-21,0,128.0,0.0,128.0
PAKALOLO,2017-06-07,1,2017-06-16,1,2017-09-23,1,2017-09-23,0,808.0,0.0,808.0
PEPELINK,2017-09-10,1,2017-09-13,1,2017-09-23,1,2017-09-23,0,101.0,0.0,101.0
FLYINGACEPEP,2017-09-11,1,2017-09-11,1,2017-09-23,1,2017-09-23,0,100.0,0.0,100.0
PEPEWORLDCUP,2017-09-19,1,2017-09-19,1,2017-09-23,1,2017-09-23,0,100.0,0.0,100.0
WORLDOFPEPE,2017-09-19,1,2017-09-19,1,2017-09-24,1,2017-09-24,0,100.0,0.0,100.0
MANDARAPEPE,2017-09-23,1,2017-09-23,1,2017-09-24,1,2017-09-24,0,300.0,0.0,300.0
PSEUDOPEPE,2017-07-30,1,2017-09-23,1,2017-09-25,1,2017-09-25,0,100.0,0.0,100.0
CHINAPEPE,2017-09-11,1,2017-09-12,1,2017-09-25,1,2017-09-25,0,150.0,120.0,30.0
PEPERIKISHI,2017-09-12,1,2017-09-24,1,2017-09-25,1,2017-09-25,0,150.0,0.0,150.0
PROPHECYPEPE,2017-09-13,1,2017-09-14,1,2017-09-25,1,2017-09-25,0,120.0,0.0,120.0
CLOWNPEPE,2017-09-15,1,2017-09-23,1,2017-09-25,1,2017-09-25,0,100.0,0.0,100.0
PEPENIN,2017-09-20,1,2017-09-21,1,2017-09-25,1,2017-09-25,0,100.0,40.0,60.0
PEPECGYVER,2017-09-24,1,2017-09-24,1,2017-09-25,1,2017-09-25,0,2000.0,0.0,2000.0
MASTERSPEPE,2017-08-19,1,2017-09-23,1,2017-09-26,1,2017-09-26,0,100.0,0.0,100.0
PEPESCREAM,2017-09-06,1,2017-09-06,1,2017-09-26,1,2017-09-26,0,198.0,0.0,198.0
KEKANC,2017-09-23,1,2017-09-23,1,2017-09-26,1,2017-09-26,0,300.0,0.0,300.0
NEMBALLOON,2017-08-29,1,2017-09-16,1,2017-09-27,1,2017-09-27,0,300.0,0.0,300.0
COLORPEPE,2017-09-10,1,2017-09-10,1,2017-09-28,1,2017-09-28,0,100.0,0.0,100.0
PEPEXGALLERY,2017-09-27,1,2017-09-27,1,2017-09-28,1,2017-09-28,0,227.0,0.0,227.0
THUNDERPEPS,2017-09-01,1,2017-09-01,1,2017-09-29,1,2017-09-29,0,100.0,0.0,100.0
SUSUKINIPEPE,2017-09-04,1,2017-09-04,1,2017-09-29,1,2017-09-29,0,100.0,0.0,100.0
ENGLISHPEPE,2017-09-08,1,2017-09-08,1,2017-09-29,1,2017-09-29,0,100.0,0.0,100.0
MAXPEPE,2017-09-10,1,2017-09-10,1,2017-09-29,1,2017-09-29,0,100.0,0.0,100.0
GTAPEP,2017-09-11,1,2017-09-11,1,2017-09-29,1,2017-09-29,0,199.0,0.0,199.0
BETTYPEPE,2017-09-12,1,2017-09-12,1,2017-09-29,1,2017-09-29,0,150.0,0.0,150.0
PEPEUN,2017-09-13,1,2017-09-13,1,2017-09-29,1,2017-09-29,0,300.0,0.0,300.0
PROCESSPEPE,2017-09-22,1,2017-09-23,1,2017-09-29,1,2017-09-29,0,100.0,0.0,100.0
PEPEBASS,2017-09-23,1,2017-09-24,1,2017-09-29,1,2017-09-29,0,150.0,0.0,150.0
GOLDGODPEPE,2017-09-24,1,2017-09-24,1,2017-09-29,1,2017-09-29,0,300.0,0.0,300.0
LILUPEPE,2017-09-24,1,2017-09-24,1,2017-09-29,1,2017-09-29,0,100.0,0.0,100.0
PEPEDARKSIDE,2017-09-26,1,2017-09-26,1,2017-09-29,1,2017-09-29,0,100.0,34.0,66.0
PEPEGETABLE,2017-09-27,1,2017-09-27,1,2017-09-29,1,2017-09-29,0,100.0,0.0,100.0
PEPTARO,2017-09-28,1,2017-09-28,1,2017-09-29,1,2017-09-29,0,100.0,0.0,100.0
EMBRYOPEPE,2017-09-25,1,2017-09-25,1,2017-09-30,1,2017-09-30,0,999.0,0.0,999.0
REAPERPEPE,2017-09-21,1,2017-09-21,1,2017-10-01,1,2017-10-01,0,120.0,0.0,120.0
PEPETTER,2017-09-27,1,2017-09-27,1,2017-10-01,1,2017-10-01,0,195.0,0.0,195.0
DOTPEPE,2017-09-29,1,2017-09-29,1,2017-10-01,1,2017-10-01,0,300.0,0.0,300.0
PEPEBRAIN,2017-09-11,1,2017-09-11,1,2017-10-02,1,2017-10-02,0,250.0,0.0,250.0
PEPEZAALBINO,2017-09-15,1,2017-09-15,1,2017-10-02,1,2017-10-02,0,100.0,45.0,55.0
PEPERAKUL,2017-09-17,1,2017-09-17,1,2017-10-02,1,2017-10-02,0,100.0,0.0,100.0
DOMPEPENON,2017-09-25,1,2017-09-26,1,2017-10-02,1,2017-10-02,0,100.0,0.0,100.0
NINJAPEPE,2017-08-16,1,2017-09-24,1,2017-10-03,1,2017-10-03,0,100.0,0.0,100.0
PEPMANIA,2017-09-12,1,2017-09-12,1,2017-10-03,1,2017-10-03,0,149.0,0.0,149.0
MIKOPEPE,2017-09-30,1,2017-09-30,1,2017-10-03,1,2017-10-03,0,100.0,0.0,100.0
PEPEWOMAN,2017-10-01,1,2017-10-01,1,2017-10-03,1,2017-10-03,0,100.0,0.0,100.0
TRANSPOSE,2017-10-01,1,2017-10-01,1,2017-10-03,1,2017-10-03,0,444.0,0.0,444.0
MIYAKO,2017-10-02,1,2017-10-02,1,2017-10-03,1,2017-10-03,0,1000.0,0.0,1000.0
HYPNOTIST,2017-09-13,1,2017-09-14,1,2017-10-04,1,2017-10-04,0,123.0,0.0,123.0
PEPECLOKWORK,2017-09-29,1,2017-09-29,1,2017-10-04,1,2017-10-04,0,100.0,0.0,100.0
PEPEBANDICUT,2017-09-13,1,2017-09-13,1,2017-10-06,1,2017-10-06,0,100.0,0.0,100.0
MATSUNIPEPE,2017-09-24,1,2017-09-24,1,2017-10-06,1,2017-10-06,0,100.0,0.0,100.0
PEPEAN,2017-09-26,1,2017-09-29,1,2017-10-06,1,2017-10-06,0,100.0,0.0,100.0
LONELYPEPE,2017-09-28,1,2017-09-28,1,2017-10-06,1,2017-10-06,0,100.0,0.0,100.0
PEPENOMIST,2017-10-03,1,2017-10-03,1,2017-10-06,1,2017-10-06,0,175.0,0.0,175.0
KEKRESURRECT,2017-06-23,1,2017-07-06,1,2017-10-07,1,2017-10-07,0,600.0,0.0,600.0
VIRUSPEPE,2017-08-31,1,2017-08-31,1,2017-10-07,1,2017-10-07,0,321.0,0.0,321.0
PEPEBRIEFS,2017-10-02,1,2017-10-02,1,2017-10-08,1,2017-10-08,0,195.0,0.0,195.0
PEPEIRON,2017-10-03,1,2017-10-03,1,2017-10-08,1,2017-10-08,0,100.0,0.0,100.0
MONSTERPEPE,2017-10-03,1,2017-10-03,1,2017-10-08,1,2017-10-08,0,100.0,0.0,100.0
PEPETSAMURAI,2017-10-03,1,2017-10-03,1,2017-10-08,1,2017-10-08,0,100.0,0.0,100.0
KEKALITY,2017-09-25,1,2017-09-25,1,2017-10-09,1,2017-10-09,0,111.0,0.0,111.0
SATOSHIRARE,2017-10-07,1,2017-10-07,1,2017-10-09,1,2017-10-09,0,214.0,0.0,214.0
KEKUI,2017-02-15,1,2017-02-15,1,2017-10-10,1,2017-10-10,0,200.0,0.0,200.0
DEVSTATCARD,2017-08-12,1,2017-08-12,1,2017-10-10,1,2017-10-10,0,1000.0,0.0,1000.0
PEPEBANG,2017-09-30,1,2017-09-30,1,2017-10-10,1,2017-10-10,0,100.0,0.0,100.0
REVENGECARD,2017-08-23,1,2017-08-23,1,2017-10-11,1,2017-10-11,0,1000.0,0.0,1000.0
PEPEFOREVER,2017-09-24,1,2017-09-24,1,2017-10-11,1,2017-10-11,0,100.0,0.0,100.0
PEPEIRI,2017-10-01,1,2017-10-01,1,2017-10-11,1,2017-10-11,0,100.0,0.0,100.0
PUNCHPEPE,2017-09-08,1,2017-09-08,1,2017-10-12,1,2017-10-12,0,249.0,0.0,249.0
PEPEYIP,2017-09-19,1,2017-09-27,1,2017-10-12,1,2017-10-12,0,250.0,0.0,250.0
JONSNOWPEPE,2017-09-24,1,2017-09-24,1,2017-10-12,1,2017-10-12,0,100.0,0.0,100.0
PIRATESPEPES,2017-09-27,1,2017-09-27,1,2017-10-12,1,2017-10-12,0,250.0,0.0,250.0
BEATPEPE,2017-09-07,1,2017-09-07,1,2017-10-13,1,2017-10-13,0,299.0,0.0,299.0
PEPEAA,2017-09-12,1,2017-09-12,1,2017-10-13,1,2017-10-13,0,1000.0,0.0,1000.0
SANDORPEPE,2017-10-05,1,2017-10-08,1,2017-10-13,1,2017-10-13,0,100.0,0.0,100.0
CARTOONPEPE,2017-10-10,1,2017-10-10,1,2017-10-13,1,2017-10-13,0,100.0,0.0,100.0
MRHANSEL,2017-07-07,1,2017-07-07,1,2017-10-14,1,2017-10-14,0,100.0,0.0,100.0
CCGETCONE,2017-07-26,1,2017-07-26,1,2017-10-14,1,2017-10-14,0,300.0,0.0,300.0
PEPETE,2017-09-29,1,2017-09-29,1,2017-10-14,1,2017-10-14,0,100.0,0.0,100.0
PEPEFORM,2017-10-09,1,2017-10-09,1,2017-10-14,1,2017-10-14,0,300.0,179.0,121.0
UNGAISOUTEN,2017-10-03,1,2017-10-03,1,2017-10-15,1,2017-10-15,0,100.0,0.0,100.0
GANGPEPE,2017-10-04,1,2017-10-05,1,2017-10-15,1,2017-10-15,0,100.0,0.0,100.0
PEPEARROW,2017-07-28,1,2017-07-28,1,2017-10-16,1,2017-10-16,0,100.0,0.0,100.0
PEPEHEFNER,2017-10-01,1,2017-10-01,1,2017-10-16,1,2017-10-16,0,100.0,0.0,100.0
PEPESHIRT,2017-09-17,1,2017-09-18,1,2017-10-17,1,2017-10-17,0,100.0,0.0,100.0
KICKPEPE,2017-09-12,1,2017-09-12,1,2017-10-18,1,2017-10-18,0,199.0,0.0,199.0
JOKERPE,2017-09-26,1,2017-09-26,1,2017-10-18,1,2017-10-18,0,1111.0,0.0,1111.0
JAYACARD,2017-08-09,1,2017-08-09,1,2017-10-19,1,2017-10-19,0,600.0,0.0,600.0
TIKIPEPE,2017-09-25,1,2017-09-26,1,2017-10-21,1,2017-10-21,0,808.0,0.0,808.0
SHADILOUNGE,2017-10-01,1,2017-10-01,1,2017-10-21,1,2017-10-21,0,808.0,0.0,808.0
DISTRICTOXCD,2017-10-24,1,2017-10-24,1,2017-10-25,1,2017-10-25,0,800.0,0.0,800.0
INVISIBLPEPE,2017-05-21,1,2017-10-25,1,2017-10-29,1,2017-10-29,0,1500.0,0.0,1500.0
GOODBYEPEPE,2017-10-06,1,2017-10-06,1,2017-11-04,1,2017-11-04,0,100.0,0.0,100.0
LASTLIGHT,2017-08-12,1,2017-08-12,1,2017-11-14,1,2017-11-14,0,200.0,0.0,200.0
SLEEPINGPEPE,2017-08-14,1,2017-08-14,1,2017-11-23,1,2017-11-23,0,400.0,0.0,400.0
MAYACARD,2017-11-16,1,2017-11-16,1,2017-11-24,1,2017-11-24,0,600.0,0.0,600.0
CAMILACARD,2017-11-16,1,2017-11-16,1,2017-11-26,1,2017-11-26,0,300.0,0.0,300.0
JASMINEPEPE,2017-08-14,1,2017-08-14,1,2017-12-04,1,2017-12-04,0,425.0,0.0,425.0
BOBDOBBS,2017-09-19,1,2017-09-24,1,2017-12-09,1,2017-12-09,0,2323.0,0.0,2323.0
MECHRUNNERS,2017-07-12,1,2017-08-06,1,2017-12-10,1,2017-12-10,0,2000.0,0.0,2000.0
CRUSADECARD,2017-08-13,1,2017-08-23,1,2017-12-10,1,2017-12-10,0,1000.0,0.0,1000.0
